GEOID,INVESTPER,INVESTPER_A,disadvantaged,RISK_SCORE,TotPop,CIscore,Ozone,PM2_5,PM2_5_P,DieselPM,DieselPM_P,Pesticide,PesticideP,Tox_Rel,Tox_Rel_P,Traffic,TrafficP,DrinkWat,DrinkWatP,Lead,Lead_P,Cleanup,CleanupP,GWThreat,GWThreatP,HazWaste,HazWasteP,ImpWatBod,ImpWatBodP,SolWaste,SolWasteP,PollBurd,PolBurdSc,PolBurdP,Asthma,AsthmaP,LowBirtWt,LowBirWP,Cardiovas,CardiovasP,Educatn,EducatP,Ling_Isol,Ling_IsolP,Poverty,PovertyP,Unempl,UnemplP,HousBurd,HousBurdP,Elderly65,Hispanic,White,AfricanAm,NativeAm,OtherMult,AAPI
6029003303,0.030891447,0.001073721,1,15.20265984,1521,41.19240284,0.06133785,10.34679667,51.40012446,0.031357347,11.10143124,0,0,452.5669911,49.6624156,99.96696716,1.1375,519.586896,62.30798052,67.94331583,76.48393195,10.4,62.03807391,102,96.81221982,0.85,82.54136334,0,0,6.6,81.30584192,49.5692788,6.052399096,69.32171749,34.66,32.82652044,6.06,76.44341801,17.02,76.34596211,31.8,82.18172615,8,53.36310732,60.5,92.02261307,10.9,89.4586153,13.3,29.72116603,14.0697,45.2991,50.2301,0,1.5122,2.3669,0.5917
6115040500,0.130130085,0.001349367,0,18.35764047,4052,37.86386171,0.04490202,8.688572919,29.43372744,0.100402237,37.3988799,573.7559432,86.34482759,13.63673337,9.864966242,1141.752212,66.0125,389.0764057,41.1265143,67.93652324,76.47132955,8.25,53.69540873,9,43.84858044,0.2,35.6187955,0,0,0.2,9.667812142,41.74206474,5.096697814,47.84069695,42.65,45.58823529,4.73,44.765204,23.36,95.72532403,32.6,83.14350797,-999,-999,50.9,82.93969849,13.8,95.49713691,20.1,63.25728771,8.4156,43.2626,43.8055,0.2468,1.5054,3.2083,7.9714
6071010402,0.142611876,0.001388711,0,17.47255101,9593,16.90231959,0.05807345,6.436570949,4.779091475,0.022819139,8.201617922,0,0,8.269456533,8.414603651,20.74814773,0.0125,504.9206749,61.04658424,42.89404249,41.1342155,0,0,28,77.93458409,0,0,0,0,4,70.42382589,26.61359016,3.249514072,11.3130056,35.37,34.18494516,5.01,52.5404157,28.14,99.28963111,3.1,11.35155657,0,0,51,83.04020101,9.1,82.32691307,10.2,14.68948035,0,23.7256,61.4198,5.8584,1.6366,4.2739,3.0856
6023011600,0.401969232,0.002523302,0,23.72565561,3465,16.46463183,0.03064023,5.030933355,1.144990666,0.00410263,1.692594897,5.78E-05,1.379310345,0.124314667,2.763190798,92.37650044,0.9125,234.741398,9.154489821,50.11497735,51.73282924,0,0,73,94.68703304,0,0,5,51.21797564,23.8,99.06071019,22.38214254,2.732855158,5.189794648,60.59,69.67846461,5.24,58.55786502,15.42,68.81854437,15.5,56.47937231,0,0,45.5,76.8718593,-999,-999,21.4,68.54245881,18.3261,6.0029,89.7835,2.2511,0.1154,1.5584,0.2886
6071010417,0.442217702,0.002768329,0,29.00605341,2931,16.05919471,0.06464682,5.74222248,2.576228998,0.009785909,3.746110765,0,0,0.666558,3.963490873,828.1499981,46.25,488.3744467,58.94842013,33.35972034,28.35538752,0,0,3,22.11522497,0,0,0,0,5,75.67010309,26.30798156,3.212199324,10.79029247,60.97,70.27666999,4.46,37.58018989,16.29,72.80658026,7.6,32.62465199,1.6,12.27500338,39.7,68.83165829,5.5,51.26236335,10.5,15.85551331,19.9591,14.9096,81.5421,0.3753,0,2.5247,0.6482
6071025100,0.446741529,0.002797316,0,26.46314129,1343,33.68330358,0.0500928,7.922425211,12.60734287,0.012297579,4.592408214,0,0,0.003812733,0.71267817,186.3676593,3.725,548.6769928,64.54352442,40.01409126,37.22747322,15,74.93467712,48.2,89.63971443,0.55,72.58769027,2,23.87652247,7.5,84.74226804,38.42528684,4.691719891,38.69321717,111.68,95.08973081,-999,-999,16.73,74.95014955,21.1,66.62870159,0.3,0.514277981,46.5,78.10301508,22.5,99.64862051,11.8,22.10392902,34.2517,16.2323,49.2182,1.0424,29.7841,3.1273,0.5957
6065044907,0.471141589,0.002958977,0,23.02167484,5461,21.39677785,0.06236471,6.923355521,6.583696329,0.160574091,53.81456129,0,0,0.0522557,1.975493873,841.9000061,47.1875,407.9316987,45.36030973,48.7992226,49.85507246,0,0,0,0,0.02,2.514890801,0,0,0,0,24.62399886,3.006585369,8.102053516,38.38,38.60917248,5.92,73.50526046,13.42,56.70488534,25.5,74.17109593,13.4,72.51319529,65.4,95.23869347,7.6,72.52732952,29.8,90.24081115,4.2117,89.6722,8.6065,0.1648,0,0,1.5565
6071009708,0.483812302,0.003046578,0,23.68840845,5488,22.70740546,0.06604873,7.003521122,6.845052894,0.001397768,0.535158681,0,0,56.7776343,19.00475119,276.0965153,7.05,531.9681802,63.39452979,41.85591878,39.68494014,6,46.0806271,0,0,0,0,3,33.15833683,0,0,24.60113593,3.003793811,8.077162414,71.83,79.7108674,7.08,90.67231203,22.97,95.10219342,14.9,55.13793976,1.6,12.27500338,33.3,59.08291457,12.7,93.71421135,20.8,66.07097592,16.3265,21.3557,75.0182,1.4577,0.2915,1.2755,0.6013
6071010300,0.484563753,0.003051854,1,17.118616,3547,40.27099433,0.05807345,7.146123517,7.454884879,0.009462122,3.609209708,0.581701621,39.4137931,0.129471,2.813203301,395.5536382,13.8125,769.6449193,86.98638691,41.4091686,39.05482042,42.4,94.17693169,61.55,92.8274946,0.71,78.75579087,0,0,42.9,99.86254296,46.89422896,5.725776042,61.95395146,48.81,54.8105683,9.43,99.16602515,16.5,73.92821535,14.4,54.07491774,5.1,38.13777236,45.2,76.4321608,13.7,95.28891202,14.2,34.24588086,17.3668,26.6986,60.8683,3.2422,1.8889,0.874,6.428
6071009109,0.55558339,0.003594044,0,30.66966155,6639,16.55399275,0.06591477,9.926852832,48.36341008,0.010254985,3.982576229,0,0,113.7933032,24.86871718,556.1417743,25.1875,361.6456461,37.25490196,26.45595564,19.62192817,0,0,0,0,0.2,35.6187955,0,0,0,0,23.5870634,2.879975755,6.757934039,48.91,55.03489531,5.44,62.98434693,14.78,65.06729811,10.5,43.77372817,2.3,18.10799838,45.7,77.06030151,8.4,77.7589797,13.8,32.26869455,15.2734,26.7209,63.6843,1.1598,0.1657,3.1782,5.0911
6071009119,0.561399441,0.003642499,0,26.8761977,6128,13.54469819,0.06473142,9.59281067,45.46359676,0.008616162,3.360298693,0,0,124.205335,26.06901725,589.9936559,27.5625,370.0408113,38.42887473,20.59961357,12.84183995,0,0,0,0,0,0,0,0,0,0,20.63150211,2.51910231,3.47230865,51.11,58.11316052,4.99,52.01437003,19.02,84.3220339,13.5,51.88559858,3,23.76505616,20.9,36.10552764,4.6,39.21134826,15.9,43.28263625,10.346,40.3884,53.7533,2.1867,0,2.6436,1.0281
6065042744,0.568524039,0.003702747,0,24.46281435,4573,30.46783339,0.0685917,9.680314494,46.12321095,0.029314037,10.4044804,413.5642393,84.79310345,165.4573364,31.04526132,731.6500701,38.825,464.3035075,55.7886849,36.0450485,31.89666037,0,0,60.5,92.56184626,0,0,0,0,4.5,72.39404353,44.03659349,5.376859319,54.15059116,37.13,36.65254237,4.17,30.58763151,18.56,82.85144566,24.2,71.75398633,-999,-999,37.3,65.07537688,5.8,55.0234253,16.2,45.03168568,10.6276,62.3661,35.3816,0,0.1312,2.0993,0.0219
6033000300,0.569092171,0.003707594,0,33.98653422,4307,25.86566834,0.03716809,4.591295544,0.734287492,0.030880626,10.88985688,106.5217484,77.62068966,0,0,284.4873357,7.5125,451.1625435,54.06519296,39.58813546,36.5847511,13,71.63120567,0,0,0.1,16.63798809,6,58.69382612,17,97.20504009,33.13866178,4.046224021,24.44306161,73.91,81.25623131,6.47,83.16653836,13.75,58.92323031,12.5,49.58238421,3.7,29.530383,45.9,77.31155779,-999,-999,15,38.78326996,25.4469,21.6856,71.7437,0.3947,3.3434,1.6253,1.2073
6045010100,0.59681232,0.003951958,0,49.94732348,2674,14.83045898,0.04461418,4.086938422,0.472930927,0.001245026,0.435594275,0,0,0,0,26.09568733,0.075,61.50734488,0.187336081,56.51268387,60.76874606,0,0,14,56.13481654,0,0,5,51.21797564,7,83.27605956,21.00339145,2.564509925,3.83322962,62.7,72.02143569,0.98,0.141134206,17.78,79.77318046,17.5,60.6302202,1.9,14.85992692,61.1,92.37437186,13.8,95.49713691,15.4,40.89987326,22.4383,20.4562,41.9222,0.6731,25.9536,10.6582,0.3366
6029005203,0.597666342,0.003959737,0,28.41494485,4942,20.45646338,0.06473142,5.010666624,1.095208463,0.00135652,0.497822029,0.167152209,29.68965517,8.019363333,8.352088022,68.19991052,0.4875,958.6418205,99.0633196,29.21646967,23.02457467,0,0,1,6.973269135,0.1,16.63798809,3,33.15833683,2,52.89805269,28.64968194,3.498120474,15.05911637,65.94,75.22432702,2.69,5.953297408,26.25,98.34247258,16.8,59.3140977,0.7,3.735282176,52.3,84.53517588,8.2,76.69182717,15.3,40.2661597,29.9474,3.1161,89.9433,1.1938,2.5496,3.1161,0.0809
6029005600,0.635308285,0.004318255,0,16.52993254,2221,32.7542985,0.06236471,7.222692014,7.902924704,0.15433546,52.28375856,0,0,169.8342997,31.50787697,387.3273108,13.3625,596.2278206,68.42762583,68.31404693,76.86200378,12,68.94363568,2.75,17.21733355,0,0,0,0,8.5,87.72050401,39.84594237,4.865181648,42.42688239,66.04,75.37387836,7.5,93.87990762,15.18,67.29810568,15.5,56.47937231,1.5,11.27351468,44.8,75.84170854,7.4,70.90057262,15.3,40.2661597,16.344,24.1333,58.9374,2.9716,0.6303,7.9694,5.3579
6071010415,0.654564441,0.00451403,0,27.51048011,5316,13.07588075,0.06350576,6.450892736,4.803982576,0.010013775,3.858120722,0,0,1.361041,4.963740935,241.7201798,5.6125,483.4416882,58.44885725,38.16791338,34.48015123,0,0,0,0,0.1,16.63798809,0,0,0,0,18.04411602,2.203182982,1.7423771,36.78,36.24127617,5.8,71.02899666,31.63,99.70089731,14.8,54.84687421,1.3,9.46000812,29.7,53.4798995,-999,-999,20.3,63.96704689,8.4274,17.7389,57.9571,4.4582,0.4327,7.2799,12.1331
6071010424,0.656275527,0.00453185,0,18.7932263,2078,29.23705906,0.06382812,5.267699264,1.493466086,0.000927771,0.286247666,0.069671317,23.10344828,17.16726653,10.77769442,190.4509175,3.8625,710.1186945,78.36892719,41.04749207,38.61373661,19.6,81.42963792,3.5,23.44346671,0.125,21.95896757,0,0,10.25,91.43184422,35.18384492,4.295940477,29.5955196,39.95,41.51296112,6.35,81.33179369,16.42,73.70388833,18.9,62.85750443,2.1,16.36215997,55,87.18592965,18.5,98.84174909,20.1,63.25728771,29.9808,20.5486,73.0029,1.0587,1.3956,1.8287,2.1655
6073019002,0.657961092,0.004549473,0,34.34054008,2175,15.97193856,0.051214,8.062682602,14.29993777,0.077245858,28.77411325,130.9195849,78.93103448,9.4434236,8.71467867,2101.255626,88.5,258.9022465,15.06182091,45.72494873,45.4568368,0,0,10,47.43483314,0.25,43.29583058,7,66.73666527,6,79.95418099,44.54411622,5.438827743,55.54449284,26.6,19.3668993,3.3,12.97151655,12.58,51.09670987,20.8,66.09719058,2.2,17.25537962,26.2,46.82160804,2.2,7.769390942,7.7,6.096324461,16.8276,37.4713,54.069,2.1149,0.1839,0.6897,5.4713
6109005201,0.664808705,0.004621774,0,49.59757223,2170,22.63853822,0.05605125,9.419877012,43.5345364,0.002977842,1.194772869,0.001550328,5.896551724,31.50623383,14.64116029,232.7951148,5.3,690.2238449,76.40814287,12.38744886,5.557655955,6,46.0806271,10.5,48.48082351,0.15,26.67107876,8,72.15455691,8.3,87.14776632,37.58845926,4.58954341,36.07965152,62.44,71.74725823,4.69,43.54631768,13.98,60.11964108,13.3,51.46798279,1.3,9.46000812,22,38.32914573,6.7,64.51067153,11.2,19.39163498,20.3226,15.9447,72.3963,6.4977,0.1843,3.8249,1.1521
6115040301,0.674705483,0.004728305,0,19.55617261,3306,33.30564779,0.04539285,8.499630265,22.77535781,0.029664795,10.52893591,57.56990499,73.17241379,1.989992967,5.813953488,430.4960789,15.95,504.1743712,60.99662795,66.41092583,74.5557656,2,25.6252333,4.5,27.76025237,0.2,35.6187955,0,0,0,0,31.46335524,3.841669426,20.84629745,68.67,77.50498504,6.99,89.79984604,21.57,92.55982054,22,68.24854467,-999,-999,55.9,88.09045226,14.5,96.33003644,21.7,69.45500634,10.1028,24.6521,37.81,2.8131,0,11.3733,23.3515
6111004600,0.681950729,0.004807848,0,13.64094627,2035,28.41923116,0.0431411,8.764622845,31.83571873,0.050527441,18.2576229,1008.034519,89.27586207,724.7693278,58.7771943,377.790839,12.65,500.9162077,60.64693393,64.44331984,72.11090107,15,74.93467712,399.3,99.91698489,0.26,44.72534745,31,99.85300294,5,75.67010309,57.46797142,7.016827896,87.00684505,30.53,25.84745763,3.28,12.58660508,8.82,19.67846461,2.6,8.985067072,2.6,20.58465286,56.8,88.91959799,8,75.3774076,48.1,99.72116603,0.5405,13.8575,63.6364,6.5848,1.3759,7.8624,6.6831
6037900102,0.688096562,0.004876369,0,14.53599235,710,39.46585194,0.06350576,6.489228665,4.928438083,0.000602189,0.17423771,712.6772918,87.27586207,568.5900066,54.18854714,93.24151508,0.975,416.0127199,47.79567878,70.4052255,79.68494014,0,0,0,0,0,0,0,0,7.5,84.74226804,36.15568062,4.414601422,32.23397635,129.41,97.20837488,5.97,74.51886066,20.29,88.16051844,44.5,93.22956214,17.2,81.70253079,62.7,93.4798995,-999,-999,23.1,74.52471483,26.4789,44.507,45.7746,0.7042,0.4225,6.9014,1.6901
6071009709,0.707201124,0.005095668,0,21.87174753,6657,14.33727435,0.06350576,7.541846379,9.894212819,0.016421761,6.023646546,0,0,8.375263533,8.452113028,477.9212948,19.2125,329.2006857,31.22268015,29.77292817,23.65469439,0,0,0,0,0,0,0,0,0,0,15.79262466,1.928276335,0.808960797,75.48,82.39032901,6.08,76.8154991,24.15,96.83449651,17.5,60.6302202,2.5,19.86737042,39.4,68.26633166,10.8,89.18532015,17.6,52.09125475,11.732,45.7563,45.4108,7.2405,0,1.5923,0
6037900104,0.707773906,0.005102393,0,20.77961703,5822,30.06596601,0.06350576,7.410784666,9.110143124,0.00414088,1.754822651,6390.816458,97.4137931,806.466685,60.55263816,152.0570539,2.4875,336.909234,32.83377045,42.89874937,41.15942029,0,0,0,0,0,0,0,0,0,0,28.0303114,3.422495454,14.00124456,110.17,94.95264207,7.61,94.66256094,16.89,75.59820538,32,82.46013667,15.5,78.37325754,51.9,84.12060302,11,89.66684019,21.9,70.22813688,9.653,61.7485,29.1824,7.1625,0,1.2367,0.6699
6023011000,0.707982305,0.005104842,0,26.34667752,4687,19.64571601,0.03419029,6.429161315,4.716863721,0.052067505,18.85500933,2.181082354,48.24137931,13.7291333,9.952488122,239.6025345,5.525,310.4560247,25.69002123,42.70080945,40.84436043,0,0,9,43.84858044,0.225,39.77498345,4,43.78412432,4.35,71.27147766,26.94456062,3.289925499,11.87305538,94.32,90.96460618,3.78,21.61919425,29.92,99.53888335,12.7,49.97468995,0,0,37.6,65.54020101,7.2,69.13066111,14.8,37.47782003,19.1167,18.498,75.9974,0,1.9842,2.731,0.7894
6105000200,0.710247972,0.005131543,0,38.43607816,2011,11.65886272,0.04038527,4.261065713,0.560049782,0.002070019,0.858742999,0.473780304,37.27586207,0.000290433,0.162540635,127.5747364,1.7875,382.209816,40.25227926,35.23551216,30.85066163,0,0,42,87.0994521,0.05,7.346128392,4,43.78412432,18.1,97.66323024,26.78295006,3.270192882,11.58680772,36.91,36.41575274,-999,-999,9.16,22.39531406,5.7,24.60136674,0.5,1.813506564,31.1,55.50251256,10.5,88.07912546,12.7,26.66666667,30.2834,5.6191,81.8498,0,9.5972,1.094,1.8399
6071009713,0.720858244,0.005258456,0,19.48422007,6537,16.28547627,0.06133785,7.034789542,6.932171749,0.019348868,7.044181705,0,0,31.2562399,14.61615404,208.9574525,4.4,314.6640248,29.06207069,37.61739822,33.92564587,0,0,0,0,0.1,16.63798809,0,0,0,0,16.15588143,1.972629914,0.920970753,98.07,92.07377866,7.81,95.67616115,23.6,96.19890329,15.3,55.98582637,5.8,42.1166599,40.4,69.72361809,11.2,90.330557,20.4,64.46134347,12.957,39.0699,47.4224,6.7309,0,4.7881,1.9887
6071010410,0.762845649,0.005792228,0,22.18462966,3126,17.77106878,0.06464682,5.116327048,1.257000622,0.000960392,0.311138768,0,0,2.268866733,6.051512878,414.3762266,15.1875,521.4254352,62.44536031,38.89823128,35.51354757,0.6,8.044046286,0,0,0,0,0,0,11,92.80641466,24.58952558,3.002376189,8.039825762,54.26,62.0887338,2.88,7.954837054,23.44,95.83748754,13.9,52.87269046,0.7,3.735282176,50.2,82.13567839,13.7,95.28891202,19.3,60.10139417,13.8196,22.5528,68.1062,3.3269,0.9597,3.5829,1.4715
6101050302,0.774295017,0.00594696,1,23.588964,5824,52.74013045,0.04588368,9.399929974,43.18606098,0.091302528,34.20037337,76.46813786,75.24137931,3.7311467,7.014253563,613.2768378,29.3625,515.4678303,61.94579743,76.24531983,85.910523,14.15,73.47891004,19,66.87697161,0.66,77.02183984,11,86.95926081,6.25,80.43528064,57.47140986,7.017247728,87.0192906,50.99,57.96360917,4.72,44.47010521,20.38,88.62163509,38,88.30675778,19.5,85.83028827,58.2,90.30150754,12.2,92.64705882,17,49.02408112,9.9245,61.4011,25.807,3.2624,0.7727,1.0646,7.6923
6065043703,0.781416134,0.006045276,0,20.31240753,3145,25.53103607,0.06464682,8.547684599,24.06969508,0.060240563,22.05351587,0,0,34.21703843,15.2788197,412.0646857,15.025,387.3024018,40.72686399,43.35705377,41.89035917,0,0,0,0,0.15,26.67107876,0,0,2,52.89805269,26.36061975,3.218626436,10.87741133,69.41,78.04087737,6.19,78.85552989,22.28,93.90578265,23,69.91900785,4.9,36.97388009,44.2,74.97487437,12.2,92.64705882,22.5,72.16730038,12.7504,43.3068,48.3307,5.2782,0.1908,1.8124,1.0811
6029005508,0.785644335,0.006104419,0,16.38283435,4414,24.72039199,0.06236471,6.555168353,5.202240199,0.001357684,0.510267579,0,0,349.9660009,44.63615904,122.0950361,1.6375,599.6150016,68.61496191,38.23670324,34.59357278,0,0,0,0,0,0,0,0,3,63.66552119,24.56887987,2.999855352,8.00248911,92.66,90.39132602,9.35,99.07621247,15.46,69.10518445,23.2,70.22272842,4.5,34.64609555,52.3,84.53517588,21.7,99.51847996,23.1,74.52471483,13.208,24.5356,38.6951,30.1767,0.2719,5.188,1.1328
6029005700,0.840845397,0.00693179,0,15.29949019,2827,26.72864133,0.06133785,6.750404539,5.899191039,0.003759154,1.580584941,0,0,873.1506653,61.74043511,518.3821194,22.325,610.3330839,69.05207943,40.26845764,37.56773787,16,76.72639044,193,99.0868338,9.1,99.16611516,0,0,0,0,41.89403855,5.115253785,48.18917237,35.39,34.23479561,5.92,73.50526046,19.05,84.4217348,1.3,3.113135915,-999,-999,31.3,55.86683417,9,81.68922436,7.7,6.096324461,0,15.2812,65.7941,5.6951,0,9.0909,4.1387
6007003501,0.842351269,0.006955867,0,29.45518281,3773,24.81305049,0.05395594,8.657916289,28.26384568,0.070177773,26.07342875,1496.965558,91.51724138,4.0099027,7.164291073,186.1833009,3.7125,283.8815933,19.3580617,63.43041698,70.6868305,0,0,0,0,0.175,30.16545334,2,23.87652247,1.25,38.99198167,32.62361583,3.983337013,23.21095208,65.5,74.82552343,2.63,5.568385938,26.3,98.36739781,16.6,58.92179195,14,74.44850453,29.6,53.26633166,9,81.68922436,14.2,34.24588086,11.7943,35.6745,55.3936,0,1.3517,4.9828,2.5974
6065044521,0.845704884,0.007009788,0,23.14068772,1332,20.60671129,0.06464682,6.416870949,4.642190417,0.037328828,13.34163037,0,0,1.772300667,5.576394099,1286.614397,71.85,389.7585261,41.17647059,43.46810272,42.11720227,0,0,0,0,0,0,0,0,0,0,22.69431381,2.770971209,5.650280025,40.95,43.04586241,6.45,82.90993072,18.9,83.86091725,25.3,73.8420653,3.2,25.55149547,68.2,96.65829146,10.5,88.07912546,26.2,83.07984791,13.8138,45.7958,42.3423,5.9309,0,2.2523,3.6787
6065042741,0.852945695,0.007127639,0,25.82679883,2087,29.90473129,0.06350576,10.25693502,50.79029247,0.207487559,63.4847542,0,0,88.76863227,22.39309827,1296.231351,72.1625,237.4788892,10.20357187,21.83198381,14.39193447,0,0,0,0,0.3,50.13898081,0,0,0,0,30.38241541,3.709686887,18.66832607,68.06,77.21834497,-999,-999,24.33,97.10867398,15.8,57.23867375,5.7,41.43997835,44.3,75.11306533,10,86.19208745,25.4,81.31812421,68.6152,13.7039,77.5276,3.0666,0.3354,1.5333,3.8333
6023011100,0.862707273,0.00728966,0,26.0103294,4347,21.72925706,0.03182358,5.922550313,2.887367766,0.009323664,3.559427505,0.005671684,10.62068966,7.364196467,8.202050513,161.5267151,2.75,212.5976696,8.48007993,57.01895303,61.49968494,17,78.0141844,32,81.33820355,0,0,5,51.21797564,10,91.04238259,28.59978335,3.492027866,14.85998755,62.02,71.48554337,4.57,40.46702592,21.26,91.65004985,10.8,44.64692483,0.5,1.813506564,38.3,66.55778894,12.3,92.88131182,18.1,54.626109,13.5496,9.6388,80.7453,0.5061,1.9554,5.222,1.9324
6071010023,0.877808415,0.007547592,0,20.72135694,5962,23.18604908,0.06718273,9.473753742,44.20659614,0.116640954,42.36465464,0,0,154.4362386,29.74493623,1772.183333,83.3125,254.4010835,11.97702011,25.67244266,18.55072464,0,0,0,0,0,0,0,0,0,0,27.26308784,3.32881761,12.48288737,61.71,71.12412762,5.69,68.70669746,25.97,98.2552343,18,61.35155657,4.2,32.64311815,42.3,72.57537688,13.1,94.52108277,9.9,13.56147022,10.8017,50.7045,41.4794,1.5096,0.2348,3.4888,2.583
6071011900,0.904707324,0.008029848,1,16.62494783,2645,42.07118574,0.05938691,7.686489265,10.82762912,0.017203902,6.285003111,6.277584086,56.24137931,3.433550033,6.87671918,416.6872209,15.3125,627.5113129,70.42587736,44.35983918,43.44045369,19,80.94438223,108.75,97.14428026,0.9,83.40172071,0,0,3.2,64.39862543,45.84236026,5.597343082,58.97946484,117.34,95.66301097,5.39,61.94508596,24.72,97.56979063,28,77.58795242,2.1,16.36215997,40.7,70.12562814,9.8,85.48932847,17.1,49.72116603,12.5898,45.0284,43.0246,5.2174,2.4197,3.327,0.983
6007000300,0.906883652,0.008070188,0,28.84462817,4764,24.78854971,0.04673761,9.233364863,40.97075296,0.331732181,79.50217797,19.71301393,65.86206897,1.2776283,4.738684671,882.7143556,50.2,321.4569819,30.43586861,55.19546431,59.10522999,4.25,38.39119074,7.5,39.44877968,0.36,57.45863666,1,12.45275094,0.5,22.08476518,42.83865778,5.230591605,51.12632234,38.1,38.21036889,4.76,45.86861688,8.88,20.11465603,8.3,35.53530752,2.3,18.10799838,52.6,84.9120603,7.9,74.7397189,21.8,69.9112801,14.2947,18.7867,68.7867,3.4005,1.6373,3.7154,3.6734
6065044928,0.91501397,0.008222691,0,31.08930477,3342,8.794307865,0.06350576,7.065501399,7.056627256,0.050171661,18.07093964,0.003024624,7.931034483,0.055047233,2.07551888,929.6846492,53.725,407.9316987,45.36030973,4.394926453,1.096408318,0,0,0,0,0.075,10.15221707,0,0,2.5,59.17525773,23.48578893,2.867610164,6.683260734,27.63,21.18644068,5.56,65.83269181,8.75,18.98055833,3.9,15.78081498,0.5,1.813506564,25.2,44.87437186,-999,-999,13.9,32.71229404,60.0838,10.2035,84.231,0,0,3.5907,1.9749
6083002304,0.928717306,0.008486279,0,18.43055717,6041,36.58757461,0.03419029,7.63721361,10.55382701,0.291965283,75.42003734,2737.118413,94.48275862,16.83935673,10.70267567,498.3623999,20.7625,246.3726714,11.16523042,74.31959771,83.93194707,3,31.24300112,10,47.43483314,0.38,59.13964262,11,86.95926081,2,52.89805269,44.97709008,5.491693765,56.62725576,54.94,62.86141575,5.45,63.31793687,8.41,16.52542373,65.4,99.74689952,30.8,95.9940452,62.8,93.55527638,5.8,55.0234253,19.3,60.10139417,5.3799,90.6472,4.1218,0.1986,0,0.5959,4.4364
6065043809,0.935893626,0.008627672,0,34.89960038,4046,18.08215449,0.07000067,9.067183583,38.69321717,0.01792988,6.546359676,0.131229474,27.72413793,195.8909963,34.37109277,164.3187311,2.825,299.1464714,23.59185713,22.58129613,15.14807813,0,0,0,0,0,0,0,0,5,75.67010309,25.67534595,3.13495464,9.583074051,56.1,64.18245264,6.32,80.72876572,21.19,91.25124626,6.4,27.61326247,0.5,1.813506564,26.3,47.11055276,6.8,65.62988027,11.4,20.2661597,36.9006,20.8354,67.128,8.4034,0.3213,1.9525,1.3594
6093000600,0.951218193,0.008937544,0,25.14021437,1733,15.50184515,0.0438112,2.963136583,0.062227754,0.013598153,5.052893591,14.98709744,63.17241379,0.004239433,0.762690673,42.65916261,0.1625,267.6759554,17.53465717,46.76547862,46.89350977,4,37.55132512,18,65.31628756,0,0,8,72.15455691,13,94.57044674,32.03947222,3.912013194,22.04107032,24.66,15.82751745,-999,-999,12.47,50.22432702,8.8,37.28170084,0,0,39.4,68.26633166,8.1,76.05413847,14.4,35.27249683,29.371,6.6936,80.4962,0,2.4235,4.7317,5.6549
6065043316,0.958540902,0.009089519,0,29.71873514,3872,26.76842679,0.06350576,9.142176522,39.82576229,0.050402653,18.19539515,171.1022401,80.03448276,460.2978287,49.93748437,425.3231627,15.725,237.4788892,10.20357187,14.27777392,6.893509767,1,17.07726764,0,0,0.72,78.98080741,0,0,0,0,32.39277627,3.955151549,22.72557561,50.53,57.31555334,5.99,74.90377213,15.25,68.09571286,11.7,47.50696026,3.7,29.530383,38.1,66.30653266,12.4,93.0895367,25.8,82.15462611,45.532,19.8347,57.1798,9.2459,0,9.5816,4.1581
6071009911,0.982452468,0.009604007,0,17.69538691,7388,15.6204284,0.06133785,7.884214848,12.37087741,0.027670323,9.757311761,0,0,47.53593447,17.72943236,334.1599743,10.0125,320.9657894,30.24853253,31.62858657,26.07435413,0,0,0,0,0.05,7.346128392,0,0,0,0,16.38748946,2.000909209,1.032980709,86.91,88.64656032,5.58,66.2817552,32.25,99.85044865,20.4,65.5277145,5.3,39.20692922,38,66.10552764,12.6,93.49297241,20.2,63.6121673,9.2989,56.3211,21.9139,12.033,0.1218,6.4023,3.2079
6065042723,0.988081327,0.009729294,0,28.32109639,6537,24.83594436,0.06350576,9.610983796,45.70006223,0.039959477,14.42439328,113.2797744,77.86206897,84.4548683,22.03050763,650.3954174,32.1625,237.4788892,10.20357187,50.17071881,51.78323882,0,0,2,14.31180475,0.025,3.639973527,0,0,3,63.66552119,34.20931928,4.17695109,27.10640946,48.53,54.33698903,3.91,24.57018219,15.56,69.62861416,25.8,74.65198684,2.4,18.90648261,55.6,87.7638191,10.8,89.18532015,18.2,55.13307985,15.6341,55.8513,38.3662,3.7938,0.7802,0.5354,0.6731
6033000100,0.997343171,0.009939011,0,34.84456758,3376,18.99840872,0.04156745,3.943122248,0.410703174,0.007063685,2.924704418,9.541460582,59.82758621,0,0,84.94117951,0.825,174.2134761,5.420257275,46.99023239,47.2715816,15,74.93467712,22,71.09413913,0.025,3.639973527,5,51.21797564,8,86.50630011,30.95711554,3.779857659,19.85065339,57.34,66.02691924,3.5,16.21760328,12.08,46.58524427,11.7,47.50696026,1.7,13.30355934,38.5,66.8718593,13.1,94.52108277,16.7,47.61723701,30.0652,11.7299,72.7192,2.34,7.0498,2.9325,3.2287
